Country,Station_id,Station_name,Station_lat,Station_lon,Station_source,Outlet_lat,Outlet_lon,Outlet_source,Mapped_lat,Mapped_lon,Manual_lat,Manual_lon,Manual_outlet_location,Basin_area_km2,Ref_area_1_src,Ref_area_1_km2,Ref_area_2_src,Ref_area_2_km2,Ref_shape,Ref_shape_source,Ref_shape_area_km2,Ref_and_new_shape_fractional_overlap,Manual_delineation_notes,Delineation_confidence,Delineation_notes,iv_flow_obs_availability_start,iv_flow_obs_availability_end,flow_obs_missing_hourly,dv_flow_obs_availability_start,dv_flow_obs_availability_end,flow_obs_missing_daily,dv_flow_obs_timezone,is_headwater,sub_basins,iv_flow_obs_timezone,subset_category
CAN,01AK007,NACKAWIC STREAM NEAR TEMPERANCE VALE,46.04878,-67.23961,WSC 20222 data set,46.04871005,-67.23958614,WSC 20222 data set,46.04871005,-67.24,-999.0,-999.0,,246.837962,HYDAT gross drainage area,240.0,HYDAT effective drainage area,,yes,WSC 2022 data set,248.504,0.980227839,,high,,2021-11-20 15:10:00,2022-12-09 23:55:00,2904,1967-11-01 00:00:00,2019-12-31 00:00:00,16,AST,0,7,,meso-scale
CAN,01AL002,NASHWAAK RIVER AT DURHAM BRIDGE,46.12592,-66.61131,WSC 20222 data set,46.12591122,-66.61165083,WSC 20222 data set,46.12586436,-66.61169769,-999.0,-999.0,,1466.685406,HYDAT gross drainage area,1450.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1448.52,0.974612418,,high,,2021-11-20 16:50:00,2023-01-02 19:45:00,2124,1962-01-01 00:00:00,2019-12-31 00:00:00,0,AST,0,43,,macro-scale
CAN,01AL004,NARROWS MOUNTAIN BROOK NEAR NARROWS MOUNTAIN,46.27717,-67.02139,WSC 20222 data set,46.27707682,-67.02131024,WSC 20222 data set,46.28416667,-67.01666667,46.27707682,-67.02131024,yes,1.737232963,HYDAT gross drainage area,3.890000105,HYDAT effective drainage area,,yes,WSC 2022 data set,3.9177,0.356944161,gauge is subbasin along MERIT main river stem,low,"Very flat region, DEM accuracy is debatable due to potholes",2021-11-20 16:20:00,2022-12-10 23:55:00,2905,1972-01-01 00:00:00,2020-12-31 00:00:00,0,AST,1,1,,headwater
CAN,01AM001,NORTH BRANCH OROMOCTO RIVER AT TRACY,45.67378,-66.68289,WSC 20222 data set,45.67389633,-66.68301592,WSC 20222 data set,45.67416667,-66.68301592,-999.0,-999.0,,557.1175151,HYDAT gross drainage area,557.0,HYDAT effective drainage area,,yes,WSC 2022 data set,559.364,0.980686833,,high,,2021-11-20 15:10:00,2023-01-02 19:45:00,2331,1962-10-01 00:00:00,2019-12-31 00:00:00,0,AST,0,11,,meso-scale
CAN,01AN002,SALMON RIVER AT CASTAWAY,46.29072,-65.72275,WSC 20222 data set,46.29050349,-65.72316342,WSC 20222 data set,46.29083333,-65.72316342,-999.0,-999.0,,1053.375642,HYDAT gross drainage area,1050.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1045.37,0.967622837,,high,,2021-11-20 15:30:00,2023-01-02 19:55:00,4,1974-01-01 00:00:00,2020-12-31 00:00:00,0,AST,0,19,,macro-scale
CAN,01AP002,CANAAN RIVER AT EAST CANAAN,46.07236,-65.36639,WSC 20222 data set,46.07194118,-65.36592573,WSC 20222 data set,46.07175773,-65.36574227,-999.0,-999.0,,649.7947163,HYDAT gross drainage area,668.0,HYDAT effective drainage area,,yes,WSC 2022 data set,647.702,0.964194188,,high,,2021-11-20 15:10:00,2023-01-02 19:45:00,0,1962-10-01 00:00:00,2020-12-31 00:00:00,0,AST,0,17,,meso-scale
CAN,01AP004,KENNEBECASIS RIVER AT APOHAQUI,45.70139,-65.60169,WSC 20222 data set,45.70134675,-65.60163589,WSC 20222 data set,45.7015221,-65.60181124,-999.0,-999.0,,1104.448233,HYDAT gross drainage area,1100.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1100.97,0.989311344,,high,,2021-11-20 16:50:00,2023-01-02 19:55:00,2418,1961-06-01 00:00:00,2020-12-31 00:00:00,0,AST,0,27,,macro-scale
CAN,01AP006,NEREPIS RIVER NEAR FOWLERS CORNER,45.50344,-66.31897,WSC 20222 data set,45.50328283,-66.31889237,WSC 20222 data set,45.5035876,-66.3185876,-999.0,-999.0,,293.7486315,HYDAT gross drainage area,293.0,HYDAT effective drainage area,,yes,WSC 2022 data set,291.79,0.981331386,,high,,2021-11-20 16:20:00,2023-01-02 19:55:00,2,1976-01-01 00:00:00,2019-12-31 00:00:00,0,AST,0,7,,meso-scale
CAN,01AQ001,LEPREAU RIVER AT LEPREAU,45.16978,-66.46828,WSC 20222 data set,45.16983204,-66.46827734,WSC 20222 data set,45.16994402,-66.46838932,-999.0,-999.0,,237.3189243,HYDAT gross drainage area,239.0,HYDAT effective drainage area,,yes,WSC 2022 data set,231.719,0.956969147,,high,,2021-11-20 15:20:00,2023-01-02 19:55:00,1,1950-01-01 00:00:00,2019-12-31 00:00:00,0,AST,0,3,,meso-scale
CAN,01BC001,RESTIGOUCHE RIVER BELOW KEDGWICK RIVER,47.66708,-67.48308,WSC 20222 data set,47.66714749,-67.48345591,WSC 20222 data set,47.66726246,-67.48357088,-999.0,-999.0,,3175.268687,HYDAT gross drainage area,3160.0,HYDAT effective drainage area,,yes,WSC 2022 data set,3169.44,0.990041361,,high,,2021-11-20 15:10:00,2023-01-02 19:55:00,0,1962-10-01 00:00:00,2020-12-31 00:00:00,0,AST,0,69,,macro-scale
CAN,01BD008,MATAPEDIA (RIVIERE) PRES DE AMQUI,48.49167,-67.45,WSC 20222 data set,48.49237385,-67.4489502,WSC 20222 data set,48.49232869,-67.44899536,-999.0,-999.0,,558.0009834,HYDAT gross drainage area,558.0,HYDAT effective drainage area,,yes,WSC 2022 data set,555.224,0.982199713,,high,,,,-1,1982-10-01 00:00:00,2022-09-30 00:00:00,35,EST,0,13,,meso-scale
CAN,01BE001,UPSALQUITCH RIVER AT UPSALQUITCH,47.83247,-66.88708,WSC 20222 data set,47.83243495,-66.88749375,WSC 20222 data set,47.83205393,-66.88711273,-999.0,-999.0,,2266.393943,HYDAT gross drainage area,2270.0,HYDAT effective drainage area,,yes,WSC 2022 data set,2264.73,0.9916848,,high,,2021-11-20 15:10:00,2023-01-02 19:45:00,0,1950-01-01 00:00:00,2020-12-31 00:00:00,0,AST,0,53,,macro-scale
CAN,01BG005,CASCAPEDIA (RIVIERE) EN AVAL DU RUISSEAU BERRY,48.62833,-66.16806,WSC 20222 data set,48.62838243,-66.16727227,WSC 20222 data set,48.62838243,-66.16666667,-999.0,-999.0,,1684.564895,HYDAT gross drainage area,1680.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1687.15,0.993135107,,high,,,,-1,1978-06-01 00:00:00,2022-09-30 00:00:00,171,EST,0,33,,macro-scale
CAN,01BG008,CASCAPEDIA (PETITE RIVIERE) A SAINT-EDGAR,48.23083,-65.735,WSC 20222 data set,48.23081525,-65.73548557,WSC 20222 data set,48.23058151,-65.73525182,-999.0,-999.0,,1346.131885,HYDAT gross drainage area,1340.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1344.17,0.994505211,,high,,,,-1,1980-11-01 00:00:00,2022-09-30 00:00:00,95,EST,0,21,,macro-scale
CAN,01BG009,BONAVENTURE (RIVIERE) EN AMONT DU RUISSEAU CREUX,48.18611,-65.55861,WSC 20222 data set,48.18677849,-65.55768577,WSC 20222 data set,48.18666667,-65.55768577,-999.0,-999.0,,1913.174093,HYDAT gross drainage area,1910.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1911.24,0.994417801,,high,,,,-1,1982-10-01 00:00:00,2022-09-30 00:00:00,147,EST,0,29,,macro-scale
CAN,01BH005,DARTMOUTH (RIVIERE) EN AMONT DU RUISSEAU DU PAS DE DAME,48.97972,-64.69861,WSC 20222 data set,48.97936636,-64.69885776,WSC 20222 data set,48.97942097,-64.69891236,-999.0,-999.0,,634.075803,HYDAT gross drainage area,645.0,HYDAT effective drainage area,,yes,WSC 2022 data set,632.577,0.988957299,,high,,,,-1,1970-01-01 00:00:00,2022-09-30 00:00:00,8,EST,0,13,,meso-scale
CAN,01BH010,"YORK (RIVIERE) À 1,4 KM EN AVAL DU RUISSEAU DINNER ISLAND",48.80667,-64.92111,WSC 20222 data set,48.8062368,-64.92091448,WSC 20222 data set,48.80599449,-64.92067217,-999.0,-999.0,,661.9447077,HYDAT gross drainage area,659.0,HYDAT effective drainage area,,yes,WSC 2022 data set,668.379,0.980009665,,high,,,,-1,1980-10-01 00:00:00,2022-09-30 00:00:00,14,EST,0,9,,meso-scale
CAN,01BJ003,JACQUET RIVER NEAR DURHAM CENTRE,47.89381,-66.02522,WSC 20222 data set,47.89399607,-66.02510242,WSC 20222 data set,47.89416667,-66.02510242,-999.0,-999.0,,499.4863064,HYDAT gross drainage area,510.0,HYDAT effective drainage area,,yes,WSC 2022 data set,502.469,0.982784878,,high,,2021-11-20 16:21:00,2023-01-02 19:56:00,0,1964-10-01 00:00:00,2020-12-31 00:00:00,0,AST,0,13,,meso-scale
CAN,01BJ007,RESTIGOUCHE RIVER ABOVE RAFTING GROUND BROOK,47.90867,-66.94806,WSC 20222 data set,47.90797278,-66.94908719,WSC 20222 data set,47.90833333,-66.94908719,-999.0,-999.0,,7829.669159,HYDAT gross drainage area,7740.0,HYDAT effective drainage area,,yes,WSC 2022 data set,7806.05,0.992231782,,high,,2021-11-20 16:20:00,2023-01-02 19:55:00,1,1968-07-01 00:00:00,2020-12-31 00:00:00,6,AST,0,179,,macro-scale
CAN,01BJ010,MIDDLE RIVER NEAR BATHURST,47.60839,-65.72181,WSC 20222 data set,47.60828838,-65.72159158,WSC 20222 data set,47.60868998,-65.72118998,-999.0,-999.0,,220.0401537,HYDAT gross drainage area,217.0,HYDAT effective drainage area,,yes,WSC 2022 data set,219.676,0.9648497,,high,,2021-11-20 16:20:00,2023-01-02 19:55:00,3,1981-09-01 00:00:00,2019-12-31 00:00:00,0,AST,0,5,,meso-scale
CAN,01BJ012,EEL RIVER NEAR DUNDEE,47.98789,-66.49061,WSC 20222 data set,47.98771703,-66.49063129,WSC 20222 data set,47.98812621,-66.49104046,-999.0,-999.0,,44.3326833,HYDAT gross drainage area,43.20000076,HYDAT effective drainage area,,yes,WSC 2022 data set,44.9136,0.958775133,,high,,2021-11-20 17:10:00,2023-01-02 19:55:00,1,1984-01-01 00:00:00,2020-12-31 00:00:00,0,AST,1,1,,headwater
CAN,01BL002,RIVIERE CARAQUET AT BURNSVILLE,47.70561,-65.15539,WSC 20222 data set,47.70573113,-65.15552998,WSC 20222 data set,47.70551724,-65.15531609,47.70504,-65.15583,yes,178.0796568,HYDAT gross drainage area,173.0,HYDAT effective drainage area,,yes,WSC 2022 data set,182.794,0.907102992,gauge is at a confluence,high,,2021-11-20 15:10:00,2023-01-02 19:55:00,0,1969-10-01 00:00:00,2020-12-31 00:00:00,29,AST,0,5,,meso-scale
CAN,01BL003,BIG TRACADIE RIVER AT MURCHY BRIDGE CROSSING,47.43578,-65.10606,WSC 20222 data set,47.435724,-65.10605778,WSC 20222 data set,47.43566644,-65.10600023,-999.0,-999.0,,372.4242869,HYDAT gross drainage area,383.0,HYDAT effective drainage area,,yes,WSC 2022 data set,363.435,0.95368666,,high,,2021-11-20 17:10:00,2023-01-02 19:55:00,0,1970-10-01 00:00:00,2020-12-31 00:00:00,27,AST,0,7,,meso-scale
CAN,01BO001,SOUTHWEST MIRAMICHI RIVER AT BLACKVILLE,46.736,-65.82561,WSC 20222 data set,46.73616217,-65.82610405,WSC 20222 data set,46.73616217,-65.82666667,-999.0,-999.0,,5107.500913,HYDAT gross drainage area,5050.0,HYDAT effective drainage area,,yes,WSC 2022 data set,5126.48,0.984243271,,high,,2021-11-20 16:40:00,2023-01-02 19:55:00,0,1961-06-01 00:00:00,2020-12-31 00:00:00,0,AST,0,119,,macro-scale
CAN,01BP001,LITTLE SOUTHWEST MIRAMICHI RIVER AT LYTTLETON,46.93597,-65.90739,WSC 20222 data set,46.93608458,-65.90805954,WSC 20222 data set,46.93567919,-65.90765415,-999.0,-999.0,,1323.304604,HYDAT gross drainage area,1340.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1327.47,0.987011576,,high,,2021-11-20 17:20:00,2023-01-02 19:55:00,92,1951-06-01 00:00:00,2020-12-31 00:00:00,7,AST,0,25,,macro-scale
CAN,01BP002,CATAMARAN BROOK AT REPAP ROAD BRIDGE,46.85656,-66.19011,WSC 20222 data set,46.85654821,-66.18989913,WSC 20222 data set,46.86,-66.1825,-999.0,-999.0,,25.10301507,HYDAT gross drainage area,28.70000076,HYDAT effective drainage area,,yes,WSC 2022 data set,24.7023,0.927262233,,high,,2021-11-20 17:10:00,2023-01-02 19:55:00,0,1989-10-01 00:00:00,2020-12-31 00:00:00,24,AST,1,1,,headwater
CAN,01BQ001,NORTHWEST MIRAMICHI RIVER AT TROUT BROOK,47.09475,-65.8365,WSC 20222 data set,47.09482385,-65.83674459,WSC 20222 data set,47.09453422,-65.83703422,-999.0,-999.0,,972.0757854,HYDAT gross drainage area,948.0,HYDAT effective drainage area,,yes,WSC 2022 data set,977.437,0.98362229,,high,,2021-11-20 17:20:00,2023-01-02 19:55:00,0,1961-10-01 00:00:00,2020-12-31 00:00:00,0,AST,0,21,,meso-scale
CAN,01BS001,COAL BRANCH RIVER AT BEERSVILLE,46.44394,-65.06494,WSC 20222 data set,46.44411248,-65.06426943,WSC 20222 data set,46.44411248,-65.06416667,-999.0,-999.0,,180.7288905,HYDAT gross drainage area,166.0,HYDAT effective drainage area,,yes,WSC 2022 data set,179.158,0.927730206,,high,,2021-11-20 16:40:00,2023-01-02 19:45:00,292,1964-09-01 00:00:00,2019-12-31 00:00:00,0,AST,0,5,,meso-scale
CAN,01BU002,PETITCODIAC RIVER NEAR PETITCODIAC,45.94639,-65.16819,WSC 20222 data set,45.94619237,-65.16753728,WSC 20222 data set,45.94641088,-65.16775579,-999.0,-999.0,,407.5704958,HYDAT gross drainage area,391.0,HYDAT effective drainage area,,yes,WSC 2022 data set,417.586,0.95834664,,high,,2021-11-20 16:40:00,2023-01-02 19:55:00,1,1961-09-01 00:00:00,2019-12-31 00:00:00,5,AST,0,11,,meso-scale
CAN,01BU009,HOLMES BROOK SITE NO. 9 NEAR PETITCODIAC,45.88786,-65.14678,WSC 20222 data set,45.88781651,-65.14612472,WSC 20222 data set,45.92166667,-65.175,45.88781651,-65.14612472,yes,5.794729373,HYDAT gross drainage area,6.199999809,HYDAT effective drainage area,,yes,WSC 2022 data set,5.5746,0.902753611,gauge is subbasin of MERIT headwater basin,high,,2021-11-20 17:20:00,2023-01-02 19:55:00,111,1995-03-01 00:00:00,2020-12-31 00:00:00,48,AST,1,1,,headwater
CAN,01BV004,BLACK RIVER AT GARNET SETTLEMENT,45.30658,-65.84922,WSC 20222 data set,45.3064732,-65.84881576,WSC 20222 data set,45.30632872,-65.84867128,-999.0,-999.0,,40.0529201,HYDAT gross drainage area,40.40000153,HYDAT effective drainage area,,yes,WSC 2022 data set,39.5964,0.950387943,,high,,2021-11-20 17:10:00,2022-12-08 23:55:00,2497,1960-12-01 00:00:00,2020-11-30 00:00:00,45,AST,1,1,,headwater
CAN,01BV006,POINT WOLFE RIVER AT FUNDY NATIONAL PARK,45.55856,-65.01597,WSC 20222 data set,45.5588648,-65.01524425,WSC 20222 data set,45.55872119,-65.01538786,-999.0,-999.0,,135.9629185,HYDAT gross drainage area,130.0,HYDAT effective drainage area,,yes,WSC 2022 data set,136.355,0.973481596,,high,,2021-11-20 16:50:00,2022-12-31 23:55:00,7,1964-04-01 00:00:00,2020-12-31 00:00:00,10,AST,1,1,,headwater
CAN,01CA003,CARRUTHERS BROOK NEAR ST. ANTHONY,46.74411,-64.187,WSC 20222 data set,46.74350642,-64.1867726,WSC 20222 data set,46.74333333,-64.1867726,-999.0,-999.0,,48.75392004,HYDAT gross drainage area,46.79999924,HYDAT effective drainage area,,yes,WSC 2022 data set,48.4956,0.927937402,,high,,2021-11-20 17:15:00,2023-01-02 19:55:00,17,1961-08-01 00:00:00,2020-12-31 00:00:00,23,AST,1,1,,headwater
CAN,01CC005,WEST RIVER AT RIVERDALE,46.23139,-63.35108,WSC 20222 data set,46.23101916,-63.35120686,WSC 20222 data set,46.23083333,-63.35120686,-999.0,-999.0,,70.14236003,HYDAT gross drainage area,70.09999847,HYDAT effective drainage area,,yes,WSC 2022 data set,70.1631,0.982413771,,high,,2021-11-20 17:30:00,2023-01-02 19:55:00,315,1986-05-01 00:00:00,2020-12-31 00:00:00,620,AST,1,1,,headwater
CAN,01CD005,BEAR RIVER AT ST. MARGARETS,46.45314,-62.38233,WSC 20222 data set,46.45301607,-62.38240256,WSC 20222 data set,-999.0,-999.0,-999.0,-999.0,,14.65154748,HYDAT gross drainage area,14.80000019,HYDAT effective drainage area,,yes,WSC 2022 data set,15.0525,0.910872725,,high,,2021-11-20 17:15:00,2023-01-02 19:55:00,182,1995-01-01 00:00:00,2020-12-31 00:00:00,0,AST,1,1,,headwater
CAN,01DG003,BEAVERBANK RIVER NEAR KINSAC,44.85111,-63.66389,WSC 20222 data set,44.85121454,-63.66386612,WSC 20222 data set,44.85121454,-63.66333333,-999.0,-999.0,,91.68937848,HYDAT gross drainage area,96.90000153,HYDAT effective drainage area,,yes,WSC 2022 data set,95.3334,0.939874656,,high,,2021-11-20 17:30:00,2023-01-02 19:55:00,4,1950-01-01 00:00:00,2020-12-31 00:00:00,33,AST,1,1,,headwater
CAN,01DJ005,GREAT VILLAGE RIVER NEAR SCRABBLE HILL,45.43822,-63.598,WSC 20222 data set,45.43814287,-63.59863349,WSC 20222 data set,45.43814287,-63.59833333,-999.0,-999.0,,93.46643086,HYDAT gross drainage area,89.0,HYDAT effective drainage area,,yes,WSC 2022 data set,88.821,0.937168709,,high,,2021-11-20 16:39:45,2023-01-02 19:55:00,0,1993-09-01 00:00:00,2020-12-31 00:00:00,21,AST,0,3,,meso-scale
CAN,01DL001,KELLEY RIVER (MILL CREEK) AT EIGHT MILE FORD,45.58681,-64.45069,WSC 20222 data set,45.58695821,-64.45070372,WSC 20222 data set,45.58695821,-64.45083333,-999.0,-999.0,,65.50848901,HYDAT gross drainage area,63.20000076,HYDAT effective drainage area,,yes,WSC 2022 data set,63.9981,0.934133825,,high,,2021-11-20 17:20:00,2023-01-02 19:50:00,12,1969-12-01 00:00:00,2020-12-31 00:00:00,26,AST,1,1,,headwater
CAN,01DP004,MIDDLE RIVER OF PICTOU AT ROCKLIN,45.49739,-62.78019,WSC 20222 data set,45.49733405,-62.77987101,WSC 20222 data set,45.49748152,-62.78001848,-999.0,-999.0,,92.8694712,HYDAT gross drainage area,92.19999695,HYDAT effective drainage area,,yes,WSC 2022 data set,90.6795,0.95183131,,high,,2021-11-20 16:50:00,2023-01-02 19:55:00,1,1965-12-01 00:00:00,2020-12-31 00:00:00,1,AST,1,1,,headwater
CAN,01DR001,SOUTH RIVER AT ST. ANDREWS,45.55972,-61.90364,WSC 20222 data set,45.55968055,-61.90386979,WSC 20222 data set,45.55957205,-61.90376129,-999.0,-999.0,,179.963004,HYDAT gross drainage area,177.0,HYDAT effective drainage area,,yes,WSC 2022 data set,180.323,0.964002086,,high,,2021-11-20 17:15:00,2023-01-02 19:55:00,1,1965-09-01 00:00:00,2020-12-31 00:00:00,12,AST,0,3,,meso-scale
CAN,01EC001,ROSEWAY RIVER AT LOWER OHIO,43.83736,-65.36911,WSC 20222 data set,43.83745727,-65.36952128,WSC 20222 data set,43.83723927,-65.36973927,-999.0,-999.0,,497.7709163,HYDAT gross drainage area,495.0,HYDAT effective drainage area,,yes,WSC 2022 data set,498.501,0.977052091,,high,,2021-11-20 17:15:50,2023-01-02 19:55:00,2,1950-01-01 00:00:00,2021-12-31 00:00:00,0,AST,0,11,,meso-scale
CAN,01ED005,MERSEY RIVER BELOW GEORGE LAKE,44.33314,-65.20508,WSC 20222 data set,44.33310985,-65.2047184,WSC 20222 data set,44.33333333,-65.2047184,-999.0,-999.0,,725.4305493,HYDAT gross drainage area,723.0,HYDAT effective drainage area,,yes,WSC 2022 data set,722.302,0.975087536,,high,,2021-11-20 17:41:00,2023-01-02 19:56:00,261,1968-06-01 00:00:00,2020-12-31 00:00:00,9,AST,0,15,,meso-scale
CAN,01ED007,MERSEY RIVER BELOW MILL FALLS,44.43678,-65.22186,WSC 20222 data set,44.43713951,-65.22171857,WSC 20222 data set,44.43333333,-65.23833333,44.44678,-65.19083,yes,285.3320639,HYDAT gross drainage area,295.0,HYDAT effective drainage area,,yes,WSC 2022 data set,291.415,0.945147814,moved gauge to different stream to get approximate match with reference shape,low,"Very flat region, DEM accuracy is debatable due to potholes",2021-11-20 17:15:00,2023-01-02 19:55:00,2,1968-06-01 00:00:00,2020-12-31 00:00:00,12,AST,0,5,,meso-scale
CAN,01EE005,MOOSE PIT BROOK AT TUPPER LAKE,44.46183,-65.04778,WSC 20222 data set,44.4615804,-65.04754241,WSC 20222 data set,44.44416667,-65.005,44.4615804,-65.04754241,yes,15.70759403,HYDAT gross drainage area,17.70000076,HYDAT effective drainage area,,yes,WSC 2022 data set,17.6418,0.8336023,gauge is subbasin of MERIT headwater basin,medium,"Very flat region, difference with reference shape likely explained by DEM differences",2021-11-20 17:01:00,2023-01-02 19:56:00,548,1981-10-01 00:00:00,2020-12-31 00:00:00,28,AST,1,1,,headwater
CAN,01EF001,LAHAVE RIVER AT WEST NORTHFIELD,44.44744,-64.59119,WSC 20222 data set,44.44731039,-64.59180131,WSC 20222 data set,44.4475,-64.59180131,-999.0,-999.0,,1240.213493,HYDAT gross drainage area,1250.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1258.64,0.974090965,,high,,2021-11-20 17:15:00,2023-01-02 19:55:00,0,1950-01-01 00:00:00,2020-12-31 00:00:00,0,AST,0,29,,macro-scale
CAN,01EO001,ST. MARYS RIVER AT STILLWATER,45.17439,-61.97992,WSC 20222 data set,45.17413519,-61.98000847,WSC 20222 data set,45.17414669,-61.98001998,-999.0,-999.0,,1346.290267,HYDAT gross drainage area,1350.0,HYDAT effective drainage area,,yes,WSC 2022 data set,1336.73,0.978200135,,high,,2021-11-20 17:15:00,2023-01-02 19:55:00,8,1950-01-01 00:00:00,2020-12-31 00:00:00,0,AST,0,31,,macro-scale
